"id","organization_id","bands","discrepancy_threshold","updated_by","created_at","updated_at"
"b6b9b148-ac70-4cbc-a104-7e7fe0d50e7a","022cbe31-225a-4902-b33a-3a176498759a","{""ug"": [{""points"": 10, ""minPercent"": 90}, {""points"": 8, ""minPercent"": 80}, {""points"": 6, ""minPercent"": 70}, {""points"": 4, ""minPercent"": 60}, {""points"": 2, ""minPercent"": 50}], ""tenth"": [{""points"": 10, ""minPercent"": 90}, {""points"": 8, ""minPercent"": 80}, {""points"": 6, ""minPercent"": 70}, {""points"": 4, ""minPercent"": 60}, {""points"": 2, ""minPercent"": 50}], ""twelfth"": [{""points"": 10, ""minPercent"": 90}, {""points"": 8, ""minPercent"": 80}, {""points"": 6, ""minPercent"": 70}, {""points"": 4, ""minPercent"": 60}, {""points"": 2, ""minPercent"": 50}], ""testPercentile"": [{""points"": 10, ""minPercentile"": 95}, {""points"": 8, ""minPercentile"": 90}, {""points"": 6, ""minPercentile"": 80}, {""points"": 4, ""minPercentile"": 70}, {""points"": 2, ""minPercentile"": 60}], ""experienceYears"": [{""points"": 10, ""minYears"": 5}, {""points"": 7, ""minYears"": 3}, {""points"": 4, ""minYears"": 1}, {""points"": 0, ""minYears"": 0}]}","10.00","2ff1c660-473f-4576-b1db-a66a74e8ee26","2026-08-19 16:12:49.831963","2026-08-24 15:24:40.690689"
